observations,centile,subject_ids,AUDITORY,COGNITIVE,EMOTION,GUSTATORY,MEDIAL_WALL,MOTOR,OLFACTORY,SOMATOSENSORY,VISION,VISION_V1
5,0.05,5,1.6092796879448865,1.2946615813714017,1.12321531174769,1.5176211757729408,0.16179808322594444,1.9597264003392854,0.8240905380814583,1.4878178298459008,1.3754212733331088,1.2444621833777862
5,0.25,5,1.748446616709202,1.3907562659484154,1.274248912731789,1.677701009640042,0.1832148433547941,2.1114635787348366,0.9739195298104084,1.6219219920224959,1.501996621450713,1.3351721143069193
5,0.5,5,1.8131150103401747,1.4343724199286894,1.3398705441882135,1.751322571987071,0.19414991997815353,2.179031123675594,1.0407171487987528,1.6830309761598028,1.559604966596739,1.3822085736446044
5,0.75,5,1.8706020285329907,1.4708657525545363,1.3916196409674366,1.8159849686545995,0.20414831909250078,2.23698419141224,1.0983772346310114,1.736653176300264,1.6090456389629666,1.4257229879417295
5,0.95,5,1.9562160155350268,1.5211890480344858,1.4583183838588238,1.912229395321579,0.21838616878739583,2.3208406924984635,1.1860861213707916,1.8157203779068842,1.6792603991576296,1.490085794827861
6,0.05,6,1.6103928640429208,1.2961080022188143,1.1262470066708268,1.518696819783818,0.16193340445879556,1.9612516047717274,0.8244118792514044,1.488479516453953,1.376199604209686,1.2437010854837187
6,0.25,6,1.7490275235367752,1.3915311802813177,1.275729047737134,1.6782644234645858,0.18330216496512444,2.1121796509831308,0.97406232447804,1.6222634401320855,1.502474990857858,1.334500401707807
6,0.5,6,1.813546434758931,1.434936153738494,1.3408483618314042,1.7517373245770398,0.19422695511453447,2.179515897244014,1.0408052150664233,1.6832834206393867,1.559996897667774,1.3815237471124728
6,0.75,6,1.8709843318209718,1.4713460424794966,1.3923606736910585,1.8163524701850686,0.2042238312983675,2.2373721677273286,1.0984412050067984,1.7368770365619781,1.6094267816730814,1.4249490034650096
6,0.95,6,1.9565761694841826,1.521628596921577,1.4588924018824847,1.9125817581980673,0.21846533902905335,2.3211496206093076,1.1861243439376619,1.81593399608055,1.6796785075279264,1.4891000741145208
